seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy PR24_final_contigs_virus_summary.tsv
unicycler_67268	5202	No terminal repeats	NA	2	11	0.9741	NA	0	3.4275	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales PR24_final_contigs_virus_summary.tsv
unbinned_3642	3721	No terminal repeats	NA	5	11	0.9741	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
contig_25032_pilon	111863	No terminal repeats	NA	141	11	0.9740	NA	0	44.7357	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae PR24_final_contigs_virus_summary.tsv
unbinned_2407	4767	No terminal repeats	NA	11	11	0.9740	NA	0	14.3462	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_5374	2959	No terminal repeats	NA	4	11	0.9740	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_7705	2386	No terminal repeats	NA	4	11	0.9740	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
contig_4691_pilon;provirus_16210_52205	35996	Provirus	16210-52205	60	11	0.9740	NA	0	27.8140	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_5771	2837	No terminal repeats	NA	2	11	0.9740	NA	1	2.9210	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_52433	1057	No terminal repeats	NA	2	11	0.9740	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_6813	2571	No terminal repeats	NA	7	11	0.9740	NA	1	4.5886	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_73850	7951	No terminal repeats	NA	14	11	0.9740	NA	0	8.1722	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_15591	1632	No terminal repeats	NA	4	11	0.9740	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_4686	3195	No terminal repeats	NA	5	11	0.9740	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_4875	3130	No terminal repeats	NA	3	11	0.9740	NA	2	4.3631	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
contig_26274_pilon	19995	No terminal repeats	NA	39	11	0.9740	NA	1	4.9509	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_68943	1986	No terminal repeats	NA	2	11	0.9740	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_781	8282	No terminal repeats	NA	10	11	0.9739	NA	0	10.0204	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kyanoviridae PR24_final_contigs_virus_summary.tsv
unbinned_36246	1224	No terminal repeats	NA	2	11	0.9739	NA	1	3.0610	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_67070	6946	No terminal repeats	NA	6	11	0.9739	NA	1	4.7333	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_4454	3298	No terminal repeats	NA	3	11	0.9739	NA	0	4.0823	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
contig_25111_pilon	59698	No terminal repeats	NA	131	11	0.9739	NA	0	24.0997	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae PR24_final_contigs_virus_summary.tsv
unicycler_74467	2935	No terminal repeats	NA	8	11	0.9739	NA	0	11.1562	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_3431	3874	No terminal repeats	NA	7	11	0.9739	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales PR24_final_contigs_virus_summary.tsv
unicycler_74396	10727	No terminal repeats	NA	13	11	0.9739	NA	0	16.7123	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_66777	31729	No terminal repeats	NA	21	11	0.9739	NA	2	4.5117	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_4855	3141	No terminal repeats	NA	6	11	0.9739	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_7019	2532	No terminal repeats	NA	3	11	0.9739	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
contig_23713_pilon	48980	No terminal repeats	NA	95	11	0.9739	NA	0	15.8735	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_66780	29681	No terminal repeats	NA	25	11	0.9738	NA	2	15.4645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
contig_900_pilon	30976	No terminal repeats	NA	49	11	0.9738	NA	2	9.4145	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_6857	2562	No terminal repeats	NA	2	11	0.9738	NA	0	3.1791	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_2226	4985	No terminal repeats	NA	7	11	0.9738	NA	1	5.9572	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_2278	4915	No terminal repeats	NA	17	11	0.9738	NA	0	4.1637	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_1835	5520	No terminal repeats	NA	2	11	0.9738	NA	0	3.2865	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_3446	3863	No terminal repeats	NA	4	11	0.9738	NA	0	3.4366	Unclassified PR24_final_contigs_virus_summary.tsv
unbinned_52435	1057	No terminal repeats	NA	3	11	0.9738	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_10989	1942	No terminal repeats	NA	2	11	0.9738	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_9912	2056	No terminal repeats	NA	3	11	0.9738	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_13472	1753	No terminal repeats	NA	3	11	0.9738	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_23293	1413	No terminal repeats	NA	2	11	0.9738	NA	1	3.4354	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_531	9737	No terminal repeats	NA	22	11	0.9738	NA	0	8.5578	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_1827	5533	No terminal repeats	NA	9	11	0.9738	NA	3	5.7669	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_67825	3216	No terminal repeats	NA	3	11	0.9738	NA	0	3.4326	Unclassified PR24_final_contigs_virus_summary.tsv
contig_25097_pilon	18597	No terminal repeats	NA	33	11	0.9738	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_42596	1152	No terminal repeats	NA	2	11	0.9738	NA	1	3.4334	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
contig_6455_pilon	10366	No terminal repeats	NA	17	11	0.9738	NA	3	13.2795	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
contig_26369_pilon	41426	No terminal repeats	NA	57	11	0.9738	NA	0	27.5067	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_40390	1175	No terminal repeats	NA	1	11	0.9738	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_2894	4278	No terminal repeats	NA	6	11	0.9737	NA	0	8.5043	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_68355	2469	No terminal repeats	NA	5	4	0.9737	NA	3	7.9253	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_35787	1230	No terminal repeats	NA	3	11	0.9737	NA	1	3.2191	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_20827	1456	No terminal repeats	NA	4	11	0.9737	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_21599	1442	No terminal repeats	NA	4	11	0.9737	NA	1	5.0945	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
contig_14143_pilon	12545	No terminal repeats	NA	24	11	0.9737	NA	1	24.1951	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_69538	1689	No terminal repeats	NA	4	11	0.9737	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
contig_22739_pilon	20249	No terminal repeats	NA	47	11	0.9737	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_7135	2504	No terminal repeats	NA	3	11	0.9737	NA	1	4.8898	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_3300	3957	No terminal repeats	NA	7	11	0.9737	NA	0	9.8720	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales PR24_final_contigs_virus_summary.tsv
unbinned_5441	2939	No terminal repeats	NA	4	11	0.9737	NA	0	3.0702	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
contig_21054_pilon	5680	No terminal repeats	NA	9	11	0.9737	NA	0	6.2818	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_70032	1498	No terminal repeats	NA	3	11	0.9737	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_37475	1209	No terminal repeats	NA	2	11	0.9737	NA	1	3.2769	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_708	8592	No terminal repeats	NA	15	11	0.9737	NA	0	8.5562	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_27749	1342	No terminal repeats	NA	3	11	0.9737	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
contig_23312_pilon	21175	No terminal repeats	NA	24	11	0.9737	NA	2	23.6928	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_70299	1420	No terminal repeats	NA	3	11	0.9737	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_37347	1211	No terminal repeats	NA	3	11	0.9736	NA	2	4.8390	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_66956	8923	No terminal repeats	NA	9	11	0.9736	NA	0	7.5897	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
contig_24172_pilon	105404	No terminal repeats	NA	146	11	0.9736	NA	4	117.2199	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
contig_15257_pilon	14395	No terminal repeats	NA	26	11	0.9736	NA	0	15.5996	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_67184	5802	No terminal repeats	NA	10	11	0.9736	NA	0	14.1832	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_68178	2665	No terminal repeats	NA	8	11	0.9736	NA	0	3.5999	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_427	10638	No terminal repeats	NA	14	11	0.9736	NA	0	7.8022	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_73280	2725	No terminal repeats	NA	3	11	0.9736	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_67729	3404	No terminal repeats	NA	6	11	0.9736	NA	0	4.2178	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_3481	3840	No terminal repeats	NA	8	11	0.9736	NA	1	4.9284	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_66124	6996	No terminal repeats	NA	8	11	0.9736	NA	1	10.2987	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_4253	3396	No terminal repeats	NA	4	11	0.9736	NA	0	5.1219	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_16230	1598	No terminal repeats	NA	4	11	0.9736	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_70301	1420	No terminal repeats	NA	3	11	0.9736	NA	1	4.9406	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_46283	1115	No terminal repeats	NA	2	11	0.9736	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
contig_27435_pilon	10868	No terminal repeats	NA	22	11	0.9735	NA	0	4.3906	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales PR24_final_contigs_virus_summary.tsv
contig_11699_pilon	76700	No terminal repeats	NA	116	11	0.9735	NA	20	97.0529	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_73863	2846	No terminal repeats	NA	4	11	0.9735	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Straboviridae PR24_final_contigs_virus_summary.tsv
unbinned_5973	2785	No terminal repeats	NA	1	11	0.9735	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_9528	2109	No terminal repeats	NA	4	11	0.9735	NA	1	4.5064	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_2435	4748	No terminal repeats	NA	7	11	0.9735	NA	0	5.6838	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_4979	3096	No terminal repeats	NA	5	11	0.9735	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_8840	2207	No terminal repeats	NA	2	11	0.9735	NA	1	3.4197	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_35518	1234	No terminal repeats	NA	3	11	0.9735	NA	1	4.4160	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_10004	2046	No terminal repeats	NA	6	11	0.9735	NA	1	8.3811	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_57	23492	No terminal repeats	NA	22	11	0.9735	NA	1	17.4252	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_67889	3094	No terminal repeats	NA	4	11	0.9735	NA	0	3.4366	Unclassified PR24_final_contigs_virus_summary.tsv
unbinned_2782	4383	No terminal repeats	NA	3	11	0.9735	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_4740	3173	No terminal repeats	NA	6	11	0.9735	NA	0	4.8930	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_1323	6516	No terminal repeats	NA	8	11	0.9735	NA	1	3.2008	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae PR24_final_contigs_virus_summary.tsv
unbinned_2283	4910	No terminal repeats	NA	3	11	0.9735	NA	0	5.0016	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_5425	2944	No terminal repeats	NA	5	11	0.9735	NA	0	5.1415	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_5360	2964	No terminal repeats	NA	3	11	0.9735	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_167	15348	No terminal repeats	NA	17	11	0.9734	NA	0	10.9490	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_3959	3539	No terminal repeats	NA	6	11	0.9734	NA	0	4.7387	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_25063	1384	No terminal repeats	NA	1	11	0.9734	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_10623	1982	No terminal repeats	NA	2	11	0.9734	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
contig_21209_pilon	44392	No terminal repeats	NA	77	11	0.9734	NA	2	65.9523	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_29828	1311	No terminal repeats	NA	4	11	0.9734	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_71256	1137	No terminal repeats	NA	1	11	0.9734	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales PR24_final_contigs_virus_summary.tsv
unbinned_32827	1268	No terminal repeats	NA	3	15	0.9734	NA	1	5.1435	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
contig_16680_pilon	29555	No terminal repeats	NA	50	11	0.9734	NA	0	37.1228	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_6050	2766	No terminal repeats	NA	5	11	0.9734	NA	0	8.5774	Unclassified PR24_final_contigs_virus_summary.tsv
unbinned_25987	1369	No terminal repeats	NA	2	11	0.9734	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_61070	13041	No terminal repeats	NA	26	11	0.9734	NA	2	20.2796	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_67407	4438	No terminal repeats	NA	2	11	0.9734	NA	0	3.4366	Unclassified PR24_final_contigs_virus_summary.tsv
unbinned_48157	1097	No terminal repeats	NA	4	11	0.9733	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_617	9140	No terminal repeats	NA	18	11	0.9733	NA	1	13.6598	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_6584	2623	No terminal repeats	NA	1	11	0.9733	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales PR24_final_contigs_virus_summary.tsv
unbinned_6269	2707	No terminal repeats	NA	4	11	0.9733	NA	0	4.5430	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_19075	1488	No terminal repeats	NA	3	11	0.9733	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
contig_20410_pilon	17739	No terminal repeats	NA	28	11	0.9733	NA	3	28.2070	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_661	8894	No terminal repeats	NA	10	11	0.9733	NA	1	11.0834	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
contig_23420_pilon	21523	No terminal repeats	NA	32	11	0.9733	NA	3	28.5009	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_8611	2240	No terminal repeats	NA	7	11	0.9733	NA	1	11.6572	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_6853	2563	No terminal repeats	NA	5	11	0.9733	NA	0	5.9753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_6767	2582	No terminal repeats	NA	8	11	0.9733	NA	0	4.8242	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_5955	2789	No terminal repeats	NA	2	11	0.9732	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Ackermannviridae PR24_final_contigs_virus_summary.tsv
unbinned_6672	2605	No terminal repeats	NA	5	11	0.9732	NA	0	8.5821	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_3810	3614	No terminal repeats	NA	5	11	0.9732	NA	0	5.1229	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_20860	1455	No terminal repeats	NA	2	11	0.9732	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_74416	7827	No terminal repeats	NA	13	11	0.9732	NA	1	12.2750	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_36555	1220	No terminal repeats	NA	2	11	0.9732	NA	1	3.4339	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Ackermannviridae PR24_final_contigs_virus_summary.tsv
unbinned_8466	2259	No terminal repeats	NA	3	11	0.9732	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_21378	1446	No terminal repeats	NA	2	11	0.9732	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_24243	1398	No terminal repeats	NA	3	11	0.9732	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae PR24_final_contigs_virus_summary.tsv
contig_23255_pilon	2337	No terminal repeats	NA	7	11	0.9732	NA	1	8.2250	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_6231	2716	No terminal repeats	NA	2	11	0.9732	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_67552	3904	No terminal repeats	NA	5	11	0.9732	NA	0	5.1121	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_278	12749	No terminal repeats	NA	11	11	0.9731	NA	1	11.8213	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_6066	2762	No terminal repeats	NA	6	11	0.9731	NA	0	4.2389	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unbinned_48934	1089	No terminal repeats	NA	2	11	0.9731	NA	1	3.2363	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_67494	4103	No terminal repeats	NA	3	11	0.9731	NA	0	3.4288	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
unicycler_70663	1309	No terminal repeats	NA	3	11	0.9731	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes PR24_final_contigs_virus_summary.tsv
