Contig	allgenomes_nodup_sl_sr.mmi.139536_S27_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139537_S33_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139538_S35_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139539_COM_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139540_COM_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139541_S25_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139542_COM_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139543_S12_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139544_COM_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139545_S147_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139546_S148_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139547_S149_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139548_S150_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139549_S151_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139550_S152_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139551_S153_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139552_S154_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139553_S155_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139554_S156_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139555_S157_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139556_S158_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139557_S159_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139558_S160_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139560_S161_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139561_S162_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139562_S163_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139563_S164_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139564_S165_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139565_S166_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139566_S167_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139567_S168_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139568_S169_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139569_S170_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139570_S171_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139571_S172_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139572_S173_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139573_S174_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139574_S175_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139575_S176_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139576_S177_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139577_S178_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139578_S179_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139579_S180_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139580_S181_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139581_S182_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139582_S183_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139583_S184_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139584_S185_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139585_S186_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139586_S187_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139587_S188_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139588_S189_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139589_S190_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139590_S191_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3106_S36_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3107_S37_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3108_S38_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3109_S39_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3110_S40_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3111_S41_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3112_S42_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3113_S43_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3114_S44_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD9007_COM_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD9008_S2_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD9009_S3_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD9010_S4_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD9011_COM_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD9012_S6_R1_001.fastq.gz_filtered Mean
PRET1608S17F02_ctg_23014	0	0	0	1.9361945	1.4800822	0.6751512	1.2670928	0.3363771	1.0414336	0	0	0	0.017235475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017235475	0.017235475	0	0	0	0.03435681	0.051249858	0.017235475	0	0.051592283	0.03447095	0	0.017235475	0.08355211	0.3717612	0	0	0	0	0	0.017235475	0.013240498	0	0	0.068827756	0.017121334	0.06825705	0.051592283	0.090058215	0.14553133	0	0	0	0.0689419	0.18479626	0.056728683	0.017235475	0	0
PRET1608S17F02_ctg_26460	0	0.037571535	0	0.14991291	0.037447125	0	0.01841254	0.056232892	0.091316245	0.07501866	0	0.06979348	0	0	0.07439662	0	0.09977607	0.07327694	0	0	0	0	0	0	0	0.018785767	0.01841254	0	0.01716845	0.037447125	0.05411794	0.01866136	0	0.017541677	0.065314755	0.54590696	0	0	0	0.018785767	0	0.07377457	0.46392137	0.10860911	0.70925605	0.018785767	0	0.037447125	0	0	0	0	0	0	0	0	0	0	0	0.03732272	0	0	0	0.12814133	0.058721077	0	0.25230157	0.56668323	0.5490172
PRET1608S17F02_ctg_29719	0.01990382	0	0	2.3501203	2.3284798	1.102725	2.2457922	0.6051296	1.4744858	0.040341973	0	0	0.01936949	0.020170987	0	0.032193426	0.31886187	0.060512956	0	0	0	0	0	0	0.21827412	0.060379375	0.11928934	0	0	0	0.060512956	0.020170987	0.020170987	0	0.020170987	0.14881112	0	0	0	0	0	0.020170987	0	0	0.12102591	0	0.020170987	0	0	0	0	0.14079615	0.09991985	0.25701308	0.040341973	0.08055036	0.0117552765	0.10179001	0.25981832	0.023777718	0	0	0	0.01736575	0.12690355	0	0	0.04421587	0.09524446
PRET1608S17F02_ctg_30046	0.0013448091	0.0013448091	0.00067240454	0.00067240454	0.020306617	0.040882196	0.17213556	0.07167832	0.26317912	0	0	0.00067240454	0.18087682	0.43813878	0.15545993	0.13421194	0.7853685	4.0910435	0.0060516405	0	0.00067240454	0.15250134	0.040613234	0.00067240454	2.5180204	0.714766	2.0018828	0.0013448091	0	0	0.24421732	0.19714901	0.02097902	0.23641743	0.42643896	1.4405594	0.021516945	0.024744486	0.004034427	0.0020172135	0	0.024206562	0.345078	0.124125876	0.32221624	0.006993007	0	0.003899946	0.01183432	0.0013448091	0.0065895645	0.039806347	0.061323293	0.18558365	0	0	0	0.04034427	0	0.005513717	0	0	0	0.2013179	0.16635288	0.07894029	1.0251479	0.46395913	1.5619957
PRET1608S17F02_ctg_33153	0.10764832	0.043173697	0.060757685	3.0574696	3.1062188	0.9529664	2.6371694	1.2880629	2.270336	0.8325947	0.021443889	0.085918516	0	0.08620443	0	0	0.17526805	0.021300929	0	0.076483205	0.021586848	0	0	0	0.042887777	0	0.06476054	0	0.062473197	0	0.10750536	0.085918516	0	0	0	0.14767691	0.02115797	0	0.042887777	0.04217298	0	0.11708363	0.29849893	0.10793424	0.7744103	0	0	0.04031451	0	0	0	0	0	0	0.4451751	0.4080057	1.361687	0.88234454	0.3922802	0.32837743	0.06347391	0	0.06447463	0.04974982	0.16954967	0	0.08548964	0.043173697	0.036311653
PRET1608S17F02_ctg_37288	0	0	0	0.046447247	0.023223624	0.046447247	0.06920947	0.023069825	0.04629345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23100585	0	0	0	0	0	0	0	0	0	0	0	0	0.11581052	0.04629345	0	0.15056905	0	0	0	0	0	0	0	0	0	0	0	0.02091664	0	0	0	0	0	0	0.15410642	0.046447247	0.022147032	0.025223007	0	0
PRET1608S17F02_ctg_46273	0	0	0	0.63653916	0.63180065	0.3046683	0.50982803	0.23236223	0.2113022	0	0	0	0	0.024570024	0	0	0.026325027	0.05001755	0	0	0	0	0	0	0	0	0.021411022	0	0	0	0	0.06844507	0	0.026325027	0	0.05159705	0	0	0	0	0	0	0	0	0.07950158	0	0	0	0	0	0	0	0	0	0	0	0.026500527	0.026500527	0.025623025	0.047560547	0	0	0	0.06546157	0.05282555	0	0.100561604	0.042822044	0.026500527
PRET1608S17F02_ctg_57615	0.06081353	0	0	0.67277485	1.0074507	0.4625453	0.74768424	0.33084977	0.6043093	0	0	0.030406766	0	0	0	0.030205397	0.20700765	0.06081353	0	0	0	0.030205397	0	0.02939992	0.060612164	0	0.056786146	0	0	0	0.030406766	0	0.030406766	0	0.060612164	0.057188883	0	0	0	0	0	0	0	0	0.181031	0	0	0	0	0	0	0	0.0583971	0.12041885	0.030205397	0	0	0.07994362	0.028594442	0.030205397	0	0	0	0	0.020942409	0.01751913	0.028594442	0.09041482	0
PRET1608S17F02_ctg_58261	0	0	0	0.30499187	0.24391234	0.39671266	0.21367694	0.21225649	0.122564934	0	0	0	0	0.09172078	0.030641234	0	0.030641234	0	0	0	0	0.15320617	0	0	0	0	0	0	0	0	7.418628	4.704748	3.3559253	3.312703	4.287338	4.8707385	0	0.061282467	0.030641234	0.15280032	0.08948863	0.36627436	0.42796266	0.35511363	3.6189122	0	0	0	0	0	0.030641234	0	0	0	0	0	0	0.017857144	0	0.021915585	0	0	0	15.523539	15.219156	2.643669	3.1306818	1.0480925	1.9358766
PRET1608S17F07_ctg_2400	0.004599732	0.004599732	0	0.15879737	0.24323748	0.13086389	0.2519191	0.15879737	0.3220117	0.022968197	0	0	0.036462776	0.054252468	0.01370781	0.06732058	0.06381747	0.08986231	0	0	0	0	0	0	0.022998659	0.004599732	0.045083467	0	0	0	0.059552822	0.013037651	0.032167662	0.06829536	0.045357622	0.113896675	0.027446082	0	0	0.018307542	0.027263312	0.03673693	0.009169002	0	0.0045388085	0	0.00456927	0	0.01352504	0.036219083	0.022633119	0.16750944	0.16872792	0.2306263	0.018398928	0.0321372	0.07652004	0.058121115	0.03043134	0.09671622	0	0	0.0037772632	0.09019739	0.077372976	0.023577433	0.07335202	0.0828561	0.121755816
PRET1608S17F07_ctg_4272	0	0.006114598	0	0.27544037	0.28094757	0.13913748	0.36979145	0.10224742	0.25814942	0.024417898	0	0	0.012188702	0.012229196	0.018262805	0.042397246	0.030532496	0.03518931	0.012148208	0	0	0	0	0	0.006114598	0.018303301	0.012188702	0	0	0	0.017938854	0.006114598	0.046406154	0.053857055	0.05239927	0.18283053	0	0.012229196	0.018343795	0	0.023405548	0.01951812	0.028224336	0.005750152	0.026969021	0	0.00603361	0.012229196	0.04794493	0.05843288	0.030492002	0.054788418	0.13180806	0.11609638	0.029722616	0.030451508	0.03818587	0.077586554	0.043571573	0.0610245	0	0	0.012229196	0.056043733	0.039481677	0.044705406	0.084754	0.08706216	0.11723021
PRET1608S17F07_ctg_5941	0	0	0	0.122509435	0.17138898	0.025562616	0.0775479	0.021405704	0.04223804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0072148694	0	0.0072148694	0	0	0	0.007167089	0	0.0072148694	0.014429739	0.014429739	0	0.06479048	0.028811697	0.08605284	0	0	0.021596827	0	0.007167089	0.015003106	0	0	0	0.014429739	0.014429739	0.0706675	0	0.021644607	0.06216255	0	0	0	0.016006498	0.010798413	0.018968895	0.0072148694	0	0	0	0.0072148694	0	0.022361318	0.016102059	0.014429739
PRET1608S17F07_ctg_7829	0	0	0	0	0	0	0.016741505	0	0.015743667	0	0	0	0	0	0	0	0	0.007262043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024447031	0.008370752	0.024502467	0	0	0	0	0	0	0.034758024	0.04329508	0.1651422	0	0	0	0	0	0	0	0	0	0	0	0	0.0096457675	0	0.0066522537
PRET1608S17F07_ctg_31581	0.018425869	0	0.018425869	0.47968274	0.29054302	0.12568639	0.40073216	0.28053692	0.49871874	0.15802318	0	0	0.018425869	0.03563148	0.036607686	0	0.036729712	0.036119584	0.018303843	0.035875533	0	0.030262355	0.017693715	0	0	0	0.022696767	0.018425869	0.018425869	0	0.44868824	0.103355706	0.14679682	0.49456987	0.23599756	0.6489323	0.017693715	0.07321537	0.073703475	0.09688835	0.018303843	0.623795	0.0780964	0.14167175	0.6529591	0	0	0	0	0	0.015985357	0.07272727	0.03599756	0.13825503	0.37022576	0.24087858	0.5483832	0.2771202	0.033312995	0.036851738	0.05247102	0.08187919	0.0743136	0.74228185	0.2737035	0.027455766	1.0700427	0.95131177	1.394997
PRET1608S17F07_ctg_66478	0	0	0	0	0	0	0.028647315	0.17112502	0.11402011	0	0	0	0	0	0	0.0853728	0.42269018	0.2441662	0	0	0	0.028457599	0	0	0.16467464	0.056915198	0.25213432	0	0	0	0.028647315	0.05729463	0	0.08575223	0.34225005	1.3479415	0	0	0	0	0	0	2.5702903	0.55606145	2.7065072	0	0	0	0	0	0	0.19863403	0.41965473	0.4503889	0	0	0	0.0068298234	0	0	0	0	0	0.028078163	0	0	1.5886929	1.9003984	1.9920319
PRET1608S17F07_ctg_68242	0	0	0	1.7060863	1.122111	0.9293143	1.7376734	0.45242682	1.5693375	0	0	0	0	0.057973806	0	0.05816641	0.20319723	0.11614022	0	0	0	0	0	0	0	0	0.1155624	0	0	0	0	0	0.029083205	0	0.0862866	0.11633282	0	0.0288906	0	0	0	0	0	0.05816641	0.20146379	0	0.029083205	0	0	0	0	0.14522342	0.14329737	0.21475346	0.06972265	0.029083205	0.0575886	0.16486903	0.2159091	0.03755778	0	0	0	0.03755778	0	0	0.12288135	0	0.07511556
PRET1608S17F07_ctg_68477	0	0.025863733	0	0.2254391	0.08743486	0	0.26056746	0.14456668	0.23180853	0	0	0	0.05790388	0	0.029144952	0.14418066	0.06446632	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17332561	0.08743486	0.025284695	0.20362864	0.058289904	0.2910635	0	0	0.034549315	0	0	0.06408029	0.14109245	0	0.20111947	0	0	0.029144952	0	0	0.026635785	0.22929937	0.1731326	0.40841538	0	0	0	0	0	0	0.027407836	0	0	0.10519205	0.08743486	0.07411697	0.075468056	0.048253234	0.058289904
PRET1608S17F07_ctg_72534	0	0	0	0.23816183	0	0.120479524	0.75264734	0.9330669	1.424975	0	0	0	0	0	0	0.09030969	2.4567432	4.6087914	0	0	0	0.06013986	0.05994006	0.06013986	3.8635364	0.54405594	2.5496504	0.15024975	0.32207793	0.14945056	0.7136863	0.33126873	0	0.93626374	2.9762237	18.012188	0	0.06013986	0.2973027	0	0.16463536	1.0905095	24.173826	3.1782217	22.873726	0	0	0	0	0.06013986	0.05154845	0.9578422	3.0489511	6.838961	0	0	0	0.13126872	0	0	0	0	0	0.92007995	0.6971029	0.11928072	16.245754	15.220979	27.381418
PRET1608S21F00_ctg_18	0	0	0	0	0.0061137853	0	0	0	0.0030670485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F00_ctg_43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004142434	0	0	0	0	0	0	0	0	0	0	0	0.008202568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F00_ctg_134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006011301	0	0	0	0	0	0.0060513765	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011221096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004007534	0	0	0.0011221096	0	0
PRET1608S21F00_ctg_172	0	0	0	0	0	0	0.012420367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F00_ctg_201	0.020887548	0.026161479	0.0052392352	0.14569238	0.16564311	0.09406336	0.11984317	0.041844487	0.030914959	0.088546544	0.0052045383	0	0	0	0	0	0.0052392352	0.0052392352	0	0.010409077	0	0	0	0	0	0	0.0052392352	0.0052045383	0.0051004477	0.0052392352	0	0.020922244	0	0	0	0.010409077	0.026196176	0.03667465	0.10867076	0.010443774	0.008188474	0.11987787	0.0052392352	0	0.020922244	0.0052045383	0	0.015717706	0	0	0.020887548	0	0	0	0.0052392352	0.0104784705	0.010443774	0.008778322	0	0	0.0052045383	0	0.0104784705	0	0.0034696923	0	0	0	0.010443774
PRET1608S21F00_ctg_271	0.01364048	0	0.008546525	0.2619991	0.21836087	0.12027394	0.29726058	0.1709871	0.34118178	0.8622368	0.0340729	0.14376274	0.0341861	0.0339597	0.066391215	0.008489925	0.07284356	0.0341295	0.0905592	0.10555807	0.1365746	0.14098936	0.022583202	0.0340729	0.023262395	0.025469776	0.068259	0.057391893	0.042562824	0.015395065	0.6161988	0.21202174	0.04895857	0.037242472	0.025639575	0.07165497	0.3064863	0.15310165	0.591012	0.093558975	0.05224134	0.41368577	0.103237495	0.008546525	0.23205796	0.008546525	0.025073579	0	0	0	0	0	0	0.008489925	0.09995472	0.09480417	0.2277564	0.074484944	0.047147386	0.082578674	0.029771337	0.01596106	0.01697985	0.35872763	0.14178175	0.05908988	0.0790695	0.1247453	0.07601313
PRET1608S21F00_ctg_296	0	0	0.0060897833	0	0.018598527	0.010780562	0	0	0.031066123	0	0	0.012014978	0	0	0	0	0.0019750649	0	0	0.011891536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012261861	0	0.0061720777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F00_ctg_384	0	0	0	0.22617657	0.1509447	0.15293713	0.30985916	0.18976296	0.45111644	0.50896597	0	0.04823085	0.03105462	0.037375472	0.03091721	0.020748883	0.020474063	0.010374442	0.041497767	0.08210237	0.062177945	0.010374442	0.010305737	0.010305737	0.030504981	0.020748883	0.072002746	0.020680178	0.051803503	0	0.24658193	0.08278942	0.03091721	0.011198901	0	0.05187221	0.04142906	0.14462385	0.2125043	0.049948473	0.040948126	0.23469599	0.0059773275	0.00796977	0.07990381	0	0	0.017588457	0	0	0.010305737	0	0	0	0.03888698	0.046925455	0.20652696	0.13878392	0.0587427	0.01944349	0.030092752	0.010374442	0.010305737	0.09124012	0.123050496	0.023084851	0.04960495	0.038543455	0.05022329
PRET1608S21F00_ctg_1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F00_ctg_1297	0.017445918	0	0	0.13956735	0.12223773	0.105373345	0	0.0037217957	0	0.07001628	0	0	0.017562224	0	0	0	0	0	0	0.017562224	0	0	0	0	0	0	0.017562224	0	0	0	0	0	0	0	0	0.017562224	0	0.03477553	0	0	0	0	0	0	0	0.013956734	0	0	0	0	0	0	0	0	0	0	0.017562224	0.008722959	0	0	0.017445918	0	0.017445918	0	0	0	0	0	0
PRET1608S21F00_ctg_2414	0	0	0	0.08202064	0.13670106	0.0747782	0.016838675	0	0.054137245	0.21835959	0	0	0	0	0	0	0	0	0	0.027340213	0	0.027340213	0	0	0.027159153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021184139	0.019735651	0	0	0	0	0	0	0	0	0
PRET1608S21F00_ctg_2885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F00_ctg_3030	0	0	0	0	0	0	0.025074294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F02_ctg_196	0.005191068	0.0029260516	0.0029357728	0.01562181	0.027228806	0.0014678864	0	0	0.0014678864	0.010314089	0.0028385618	0.0014678864	0.005336885	0.0029357728	0.0054049324	0	0	0.002692745	0	0	0	0	0	0	0	0	0	0	0	0.0014678864	0	0	0	0	0	0	0	0.0014484441	0.0058521032	0.0029357728	0	0	0	0	0.0014678864	0	0.008768434	0.007339432	0	0	0.0014678864	0.003839835	0.004986925	0.009623891	0	0	0	0.0043161693	0.0014581652	0	0	0	0	0	0.0013706753	0	0	0	0
PRET1608S21F02_ctg_205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00069076446	0.00069076446	0	0.00034538223	0.00034538223	0	0.00034538223	0	0	0	0	0	0.00034538223	0	0	0	0	0.0007401048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011446954	0	0	0	0	0	0	0.00039472256	0	0	0.0006315561	0	0	0	0.0006315561	0
PRET1608S21F02_ctg_261	0	0	0.0013772575	0.010062865	0.013383833	0.008330187	0.006275407	0.003287647	0.0043983385	0.031354822	0.008307973	0.0016771442	0	0.0016771442	0	0	0	0	0	0.009951796	0	0	0	0.0015549681	0	0	0.0016771442	0	0	0	0.008363507	0	0	0	0	0	0	0.00082191173	0	0	0	0	0	0	0	0	0	0	0	0	0.0016771442	0	0	0	0	0	0	0.0033542884	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F02_ctg_436	0	0	0	0.009223891	0.0042441217	0	0.0042724162	0.0021362081	0.0026596498	0.0152222505	0	0.004258269	0	0.0004668534	0	0	0	0	0	0	0	0	0	0	0	0	0.0042441217	0	0	0	0	0	0	0	0	0	0.0047392696	0.014755397	0.0045412104	0.0041592396	0	0.00845995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003876298	0	0	0.0010468834	0	0	0	0	0	0	0	0	0
PRET1608S21F02_ctg_651	0	0	0	0.82613045	0.7345921	0.3573466	0.67010826	0.2582523	0.46384668	0.00500392	0	0	0.007172285	0.0049538803	0.0060714227	0.00250196	0.006721932	0.021500176	0	0	0	0	0	0	0.0025186397	0.0031691492	0.00250196	0	0	0	0.021016464	0.01686321	0.00250196	0.08124698	0.09780995	0.08623422	0.0060714227	0.0015345354	0.00250196	0	0	0	0.0028355545	0.0066385334	0.027354762	0	0	0	0	0.0067552915	0.00250196	0	0	0.00498724	0	0	0.0057545076	0.024052175	0.01994896	0.010791787	0	0	0	0.07992928	0.07547579	0.0044368086	0.13195336	0.034193452	0.047720715
PRET1608S21F02_ctg_842	0	0.00053682824	0.0005553396	0.004294626	0.0063493825	0.0068677	0	0	0	0.0070157903	0	0	0	0	0	0	0	0.0009810999	0	0	0	0	0	0	0	0	0.00940375	0	0.0010736565	0	0.0007404528	0	0	0	0	0	0	0	0.0022768923	0	0	0.0044797393	0	0	0.012717277	0	0	0.0014253716	0.0016289961	0.00053682824	0.003480128	0	0	0	0	0	0	0	0	0	0	0	0	0.004572296	0	0	0	0	0.0032765036
PRET1608S21F02_ctg_979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006517875	0	0	0	0	0	0	0	0.0026466523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F02_ctg_982	0	0	0	0.011931616	0.014939253	0.005401876	0.007974198	0.0057976176	0.008389726	0.042937987	0.0050852825	0.0024733865	0	0.0059757014	0	0	0.002611896	0	0.022695793	0.011318216	0.0029878507	0.0022755153	0	0.0024733865	0	0	0	0.0029878507	0.0054216627	0.0059757014	0.0150381895	0.008449088	0.011338003	0	0	0	0.142566	0.07162927	0.068107165	0.0051446436	0.0029878507	0.014761169	0	0	0.005599747	0.0057580434	0.005243579	0.0028691282	0	0	0	0	0	0	0	0	0.0027701927	0	0	0	0	0	0	0.054988325	0.020914955	0.0059559145	0	0	0
PRET1608S21F02_ctg_1090	0.033296224	0.028678047	0.02735857	0.41173923	0.5423264	0.22637308	0.3442809	0.105249055	0.15464704	0.10362032	0.0031131452	0.016101765	0.015462643	0.017833581	0.03422398	0.005504701	0.012906152	0.009256968	0	0.0024946397	0	0.0050717467	0	0.0026183408	0.0031131452	0	0.0019586014	0	0	0	0.0049068118	0	0.0030719116	0	0	0.0053809993	0.016081149	0.006638628	0.027997691	0	0.00059788884	0.0056490186	0	0	0	0	0	0.0031131452	0.009009566	0.0023709384	0.0056696357	0.0125969	0.02904915	0.062592775	0.031564407	0.023317665	0.07640607	0.017544944	0.011648524	0.014452416	0.0062262905	0.0029069767	0.0031131452	0.019771565	0.018101599	0	0.009195118	0.0026183408	0
PRET1608S21F02_ctg_1115	0	0	0	0	0.0016211835	0.0047596283	0.0016211835	0	0.0016211835	0	0	0	0	0	0	0	0	0.0016211835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018705963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
